id,name,host_id,host_name,host_is_superhost,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,price_per_night_bucket,is_superhost,days_since_last_review,availability_status
1001154,Entire home/apt in Park Slope,501154,Host1154,f,Brooklyn,Park Slope,40.665785,-73.941867,Entire home/apt,346.94,5,42,2026-05-02,5.71,1,0,$250-400,False,125.0,Rarely Available
1001155,Entire home/apt in Chelsea,501155,Host1155,t,Manhattan,Chelsea,40.763775,-73.956116,Entire home/apt,182.87,1,39,2026-07-21,1.62,10,88,$150-250,True,45.0,Sometimes Available
1001156,Entire home/apt in Park Slope,501156,Host1156,f,Brooklyn,Park Slope,40.706011,-73.941385,Entire home/apt,296.65,7,18,2026-07-09,0.66,1,307,$250-400,False,57.0,Highly Available
1001157,Private room in East Village,501157,Host1157,f,Manhattan,East Village,40.772061,-73.988872,Private room,205.65,1,30,2026-07-16,3.05,10,345,$150-250,False,50.0,Highly Available
1001158,Entire home/apt in St. George,501158,Host1158,f,Staten Island,St. George,40.568398,-74.149062,Entire home/apt,73.95,2,22,2025-07-24,1.04,1,137,$0-75,False,407.0,Sometimes Available
1001159,Entire home/apt in Tottenville,501159,Host1159,t,Staten Island,Tottenville,40.640309,-74.169479,Entire home/apt,43.82,1,9,2026-03-28,0.33,1,227,$0-75,True,160.0,Highly Available
1001160,Entire home/apt in Astoria,501160,Host1160,f,Queens,Astoria,40.765311,-73.7927,Entire home/apt,181.5,7,35,2026-05-03,1.26,1,158,$150-250,False,124.0,Sometimes Available
1001161,Private room in Greenpoint,501161,Host1161,f,Brooklyn,Greenpoint,40.682125,-73.937983,Private room,112.4,1,3,2026-06-23,0.08,1,163,$75-150,False,73.0,Sometimes Available
1001162,Entire home/apt in Fordham,501162,Host1162,f,Bronx,Fordham,40.857251,-73.874194,Entire home/apt,221.13,7,59,2026-04-03,1.41,2,250,$150-250,False,154.0,Highly Available
1001163,Entire home/apt in Astoria,501163,Host1163,f,Queens,Astoria,40.705669,-73.81213,Entire home/apt,142.13,30,29,2026-05-23,3.9,2,157,$75-150,False,104.0,Sometimes Available
1001164,Private room in DUMBO,501164,Host1164,f,Brooklyn,DUMBO,40.662682,-73.939453,Private room,69.6,3,27,2026-05-05,0.62,1,249,$0-75,False,122.0,Highly Available
1001165,Entire home/apt in Williamsburg,501165,Host1165,f,Brooklyn,Williamsburg,40.689189,-73.97112,Entire home/apt,339.72,3,19,2026-06-27,0.79,10,151,$250-400,False,69.0,Sometimes Available
1001166,Private room in Bushwick,501166,Host1166,f,Brooklyn,Bushwick,40.673626,-73.978107,Private room,170.05,3,24,2026-04-18,0.58,1,0,$150-250,False,139.0,Rarely Available
1001167,Private room in Fordham,501167,Host1167,f,Bronx,Fordham,40.817551,-73.876679,Private room,68.56,1,16,2026-01-06,0.64,1,168,$0-75,False,241.0,Sometimes Available
1001168,Entire home/apt in Astoria,501168,Host1168,t,Queens,Astoria,40.71147,-73.811339,Entire home/apt,119.2,3,9,2026-05-21,0.7,1,139,$75-150,True,106.0,Sometimes Available
1001169,Entire home/apt in Mott Haven,501169,Host1169,f,Bronx,Mott Haven,40.862119,-73.874797,Entire home/apt,98.53,1,36,2025-07-02,1.13,2,198,$75-150,False,429.0,Highly Available
1001170,Shared room in Riverdale,501170,Host1170,f,Bronx,Riverdale,40.857107,-73.876058,Shared room,30.76,1,55,2026-02-21,1.24,1,195,$0-75,False,195.0,Highly Available
1001171,Entire home/apt in Jamaica,501171,Host1171,f,Queens,Jamaica,40.750694,-73.781825,Entire home/apt,118.97,7,29,2026-06-29,0.64,1,334,$75-150,False,67.0,Highly Available
1001172,Entire home/apt in Bushwick,501172,Host1172,f,Brooklyn,Bushwick,40.686509,-73.924553,Entire home/apt,312.23,1,5,2026-07-19,0.16,1,201,$250-400,False,47.0,Highly Available
1001173,Private room in Tottenville,501173,Host1173,f,Staten Island,Tottenville,40.582277,-74.144407,Private room,69.87,7,14,2026-06-05,0.32,3,115,$0-75,False,91.0,Sometimes Available
1001174,Entire home/apt in Mott Haven,501174,Host1174,f,Bronx,Mott Haven,40.822676,-73.874115,Entire home/apt,101.85,3,11,2026-03-26,0.29,3,196,$75-150,False,162.0,Highly Available
1001175,Entire home/apt in Williamsburg,501175,Host1175,f,Brooklyn,Williamsburg,40.683827,-73.891655,Entire home/apt,213.18,1,18,2026-05-14,0.73,1,194,$150-250,False,113.0,Highly Available
1001176,Private room in Park Slope,501176,Host1176,t,Brooklyn,Park Slope,40.668226,-73.88541,Private room,133.14,1,7,2025-09-16,0.39,1,41,$75-150,True,353.0,Sometimes Available
1001177,Entire home/apt in Greenpoint,501177,Host1177,f,Brooklyn,Greenpoint,40.689473,-73.942845,Entire home/apt,193.63,1,27,2026-04-24,0.62,1,183,$150-250,False,133.0,Highly Available
1001178,Entire home/apt in Jamaica,501178,Host1178,f,Queens,Jamaica,40.730965,-73.782927,Entire home/apt,158.94,2,43,2026-07-24,1.5,1,190,$150-250,False,42.0,Highly Available
1001179,Private room in Jamaica,501179,Host1179,f,Queens,Jamaica,40.728836,-73.792533,Private room,48.91,14,2,2025-12-07,0.06,5,237,$0-75,False,271.0,Highly Available
1001180,Private room in Upper West Side,501180,Host1180,t,Manhattan,Upper West Side,40.775946,-73.975448,Private room,112.43,3,15,2026-06-10,1.97,1,71,$75-150,True,86.0,Sometimes Available
1001181,Private room in Park Slope,501181,Host1181,t,Brooklyn,Park Slope,40.731806,-73.955387,Private room,62.81,2,8,2026-01-20,0.52,1,129,$0-75,True,227.0,Sometimes Available
1001182,Entire home/apt in Chelsea,501182,Host1182,f,Manhattan,Chelsea,40.772407,-73.972654,Entire home/apt,450.75,1,11,2026-07-26,0.75,5,172,$400+,False,40.0,Sometimes Available
1001183,Entire home/apt in Flushing,501183,Host1183,f,Queens,Flushing,40.709174,-73.824002,Entire home/apt,187.96,1,9,2026-04-22,1.24,1,138,$150-250,False,135.0,Sometimes Available
1001184,Entire home/apt in Flushing,501184,Host1184,f,Queens,Flushing,40.728226,-73.793365,Entire home/apt,159.65,1,19,2025-10-31,0.58,1,273,$150-250,False,308.0,Highly Available
1001185,Private room in St. George,501185,Host1185,f,Staten Island,St. George,40.597625,-74.172507,Private room,123.72,2,27,2026-07-06,0.68,1,311,$75-150,False,60.0,Highly Available
1001186,Entire home/apt in East Village,501186,Host1186,f,Manhattan,East Village,40.765554,-73.994337,Entire home/apt,369.44,30,0,,0.0,1,90,$250-400,False,,Sometimes Available
1001187,Entire home/apt in Crown Heights,501187,Host1187,f,Brooklyn,Crown Heights,40.65344,-73.925586,Entire home/apt,165.83,7,54,2026-06-06,3.65,1,168,$150-250,False,90.0,Sometimes Available
1001188,Private room in Williamsburg,501188,Host1188,f,Brooklyn,Williamsburg,40.671773,-73.943222,Private room,111.45,3,2,2026-06-10,0.06,3,43,$75-150,False,86.0,Sometimes Available
1001189,Entire home/apt in Riverdale,501189,Host1189,f,Bronx,Riverdale,40.853642,-73.877402,Entire home/apt,77.54,1,74,2026-03-09,2.36,2,126,$75-150,False,179.0,Sometimes Available
1001190,Private room in Crown Heights,501190,Host1190,f,Brooklyn,Crown Heights,40.653553,-73.927623,Private room,209.3,1,17,2026-04-23,0.54,1,189,$150-250,False,134.0,Highly Available
1001191,Private room in Bedford-Stuyvesant,501191,Host1191,f,Brooklyn,Bedford-Stuyvesant,40.651915,-73.948397,Private room,141.66,7,25,2026-06-07,2.87,2,190,$75-150,False,89.0,Highly Available
1001192,Entire home/apt in Hell's Kitchen,501192,Host1192,f,Manhattan,Hell's Kitchen,40.797133,-73.963446,Entire home/apt,181.03,2,11,2026-07-01,0.49,1,80,$150-250,False,65.0,Sometimes Available
1001193,Entire home/apt in Bushwick,501193,Host1193,f,Brooklyn,Bushwick,40.659647,-73.97619,Entire home/apt,397.47,1,20,2026-02-27,1.17,1,114,$250-400,False,189.0,Sometimes Available
1001194,Private room in Midtown,501194,Host1194,f,Manhattan,Midtown,40.806713,-73.954053,Private room,205.05,1,21,2026-05-11,0.68,1,153,$150-250,False,116.0,Sometimes Available
1001195,Entire home/apt in Bushwick,501195,Host1195,f,Brooklyn,Bushwick,40.686639,-73.954723,Entire home/apt,201.2,1,36,2026-05-12,0.85,1,167,$150-250,False,115.0,Sometimes Available
1001196,Entire home/apt in Jamaica,501196,Host1196,t,Queens,Jamaica,40.757384,-73.828185,Entire home/apt,69.49,1,7,2026-03-15,1.04,1,236,$0-75,True,173.0,Highly Available
1001197,Private room in Park Slope,501197,Host1197,f,Brooklyn,Park Slope,40.663736,-73.933568,Private room,172.29,5,31,2026-07-01,0.92,1,97,$150-250,False,65.0,Sometimes Available
1001198,Entire home/apt in Greenpoint,501198,Host1198,f,Brooklyn,Greenpoint,40.69471,-73.935327,Entire home/apt,309.32,1,1,2026-07-18,0.13,1,50,$250-400,False,48.0,Sometimes Available
1001199,Entire home/apt in Crown Heights,501199,Host1199,f,Brooklyn,Crown Heights,40.647448,-73.91369,Entire home/apt,294.86,1,31,2026-04-07,0.82,1,150,$250-400,False,150.0,Sometimes Available
1001200,Private room in Harlem,501200,Host1200,t,Manhattan,Harlem,40.753813,-73.971871,Private room,131.78,2,4,2026-04-15,0.15,1,128,$75-150,True,142.0,Sometimes Available
1001201,Private room in Flushing,501201,Host1201,t,Queens,Flushing,40.724411,-73.841551,Private room,86.73,1,16,2026-07-01,1.5,1,0,$75-150,True,65.0,Rarely Available
1001202,Private room in Crown Heights,501202,Host1202,f,Brooklyn,Crown Heights,40.637862,-73.938223,Private room,135.91,1,51,2026-07-24,1.39,1,155,$75-150,False,42.0,Sometimes Available
1001203,Entire home/apt in Upper West Side,501203,Host1203,f,Manhattan,Upper West Side,40.773976,-73.979324,Entire home/apt,544.6,2,13,2025-11-02,0.41,1,229,$400+,False,306.0,Highly Available
1001204,Entire home/apt in East Village,501204,Host1204,f,Manhattan,East Village,40.793459,-73.970417,Entire home/apt,194.54,1,0,,0.0,2,0,$150-250,False,,Rarely Available
1001205,Entire home/apt in Williamsburg,501205,Host1205,f,Brooklyn,Williamsburg,40.699965,-73.944672,Entire home/apt,480.16,3,13,2026-06-12,1.91,1,74,$400+,False,84.0,Sometimes Available
1001206,Entire home/apt in Fordham,501206,Host1206,f,Bronx,Fordham,40.851904,-73.941457,Entire home/apt,95.34,7,30,2025-12-16,2.45,1,105,$75-150,False,262.0,Sometimes Available
1001207,Entire home/apt in Park Slope,501207,Host1207,f,Brooklyn,Park Slope,40.653355,-73.938957,Entire home/apt,450.02,7,47,2026-05-15,1.17,1,190,$400+,False,112.0,Highly Available
1001208,Private room in East Village,501208,Host1208,f,Manhattan,East Village,40.757007,-73.966407,Private room,206.75,5,19,2025-12-26,0.42,1,365,$150-250,False,252.0,Highly Available
1001209,Shared room in Long Island City,501209,Host1209,f,Queens,Long Island City,40.754423,-73.795425,Shared room,20.0,5,31,2026-03-12,1.95,1,305,$0-75,False,176.0,Highly Available
1001210,Private room in East Village,501210,Host1210,f,Manhattan,East Village,40.805269,-73.975776,Private room,153.09,30,15,2026-05-30,0.42,3,146,$150-250,False,97.0,Sometimes Available
1001211,Entire home/apt in Long Island City,501211,Host1211,f,Queens,Long Island City,40.733069,-73.781304,Entire home/apt,79.67,1,44,2026-04-29,1.53,3,355,$75-150,False,128.0,Highly Available
1001212,Private room in Fordham,501212,Host1212,t,Bronx,Fordham,40.872145,-73.909093,Private room,63.01,2,38,2026-02-24,5.3,1,150,$0-75,True,192.0,Sometimes Available
1001213,Entire home/apt in DUMBO,501213,Host1213,t,Brooklyn,DUMBO,40.667271,-73.934715,Entire home/apt,108.5,1,39,2026-07-18,2.49,1,198,$75-150,True,48.0,Highly Available
1001214,Private room in Williamsburg,501214,Host1214,f,Brooklyn,Williamsburg,40.677434,-73.944759,Private room,127.72,5,7,2026-06-07,0.19,1,183,$75-150,False,89.0,Highly Available
1001215,Entire home/apt in Hell's Kitchen,501215,Host1215,f,Manhattan,Hell's Kitchen,40.768006,-73.92795,Entire home/apt,553.4843000000001,3,75,2026-05-14,7.09,5,160,$400+,False,113.0,Sometimes Available
1001216,Entire home/apt in Bedford-Stuyvesant,501216,Host1216,t,Brooklyn,Bedford-Stuyvesant,40.678609,-73.951036,Entire home/apt,138.06,2,23,2026-07-26,1.16,1,29,$75-150,True,40.0,Rarely Available
1001217,Entire home/apt in DUMBO,501217,Host1217,f,Brooklyn,DUMBO,40.703998,-73.919834,Entire home/apt,221.56,14,48,2026-06-30,5.16,10,50,$150-250,False,66.0,Sometimes Available
1001218,Hotel room in Upper West Side,501218,Host1218,f,Manhattan,Upper West Side,40.781877,-73.96209,Hotel room,365.7,2,1,2025-11-22,0.07,3,120,$250-400,False,286.0,Sometimes Available
1001219,Private room in Long Island City,501219,Host1219,f,Queens,Long Island City,40.733064,-73.779182,Private room,50.93,1,21,2026-05-09,0.7,1,86,$0-75,False,118.0,Sometimes Available
1001220,Shared room in Upper West Side,501220,Host1220,f,Manhattan,Upper West Side,40.802426,-73.994801,Shared room,129.67,3,17,2026-03-27,1.24,10,181,$75-150,False,161.0,Highly Available
1001221,Entire home/apt in Bedford-Stuyvesant,501221,Host1221,f,Brooklyn,Bedford-Stuyvesant,40.686148,-73.969829,Entire home/apt,167.67,2,89,2026-06-11,2.41,1,219,$150-250,False,85.0,Highly Available
1001222,Entire home/apt in Upper West Side,501222,Host1222,f,Manhattan,Upper West Side,40.733511,-73.976887,Entire home/apt,132.33,5,14,2026-07-09,1.21,3,170,$75-150,False,57.0,Sometimes Available
1001223,Entire home/apt in Upper West Side,501223,Host1223,t,Manhattan,Upper West Side,40.754931,-73.979349,Entire home/apt,134.5,2,28,2026-03-22,1.12,1,13,$75-150,True,166.0,Rarely Available
1001224,Private room in Hell's Kitchen,501224,Host1224,f,Manhattan,Hell's Kitchen,40.791969,-73.942691,Private room,227.55,1,19,2026-05-31,0.4,1,101,$150-250,False,96.0,Sometimes Available
1001225,Private room in East Village,501225,Host1225,f,Manhattan,East Village,40.804052,-73.988246,Private room,59.54,1,22,2026-01-02,1.67,2,93,$0-75,False,245.0,Sometimes Available
1001226,Private room in St. George,501226,Host1226,f,Staten Island,St. George,40.605684,-74.136778,Private room,44.12,3,10,2026-01-05,0.35,10,18,$0-75,False,242.0,Rarely Available
1001227,Entire home/apt in Harlem,501227,Host1227,f,Manhattan,Harlem,40.755906,-73.999802,Entire home/apt,329.33,2,12,2025-06-01,0.33,1,365,$250-400,False,460.0,Highly Available
1001228,Private room in Astoria,501228,Host1228,f,Queens,Astoria,40.709323,-73.805718,Private room,63.32,14,41,2026-03-28,0.87,1,0,$0-75,False,160.0,Rarely Available
1001229,Private room in Bedford-Stuyvesant,501229,Host1229,f,Brooklyn,Bedford-Stuyvesant,40.656387,-73.944314,Private room,141.97,1,31,2026-07-08,2.05,1,97,$75-150,False,58.0,Sometimes Available
1001230,Entire home/apt in Crown Heights,501230,Host1230,f,Brooklyn,Crown Heights,40.639556,-73.941351,Entire home/apt,154.62,1,5,2026-08-01,0.17,10,291,$150-250,False,34.0,Highly Available
1001231,Private room in Williamsburg,501231,Host1231,f,Brooklyn,Williamsburg,40.687351,-73.954377,Private room,71.55,30,23,2025-08-24,0.9,1,350,$0-75,False,376.0,Highly Available
1001232,Private room in Chelsea,501232,Host1232,t,Manhattan,Chelsea,40.808549,-73.978848,Private room,88.2,3,25,2026-08-01,1.08,1,43,$75-150,True,34.0,Sometimes Available
1001233,Private room in Midtown,501233,Host1233,f,Manhattan,Midtown,40.736414,-73.964022,Private room,138.56,3,5,2026-06-10,0.18,2,181,$75-150,False,86.0,Highly Available
1001234,Private room in Williamsburg,501234,Host1234,f,Brooklyn,Williamsburg,40.705079,-73.96476,Private room,104.18,2,25,2026-07-21,0.57,1,344,$75-150,False,45.0,Highly Available
1001235,Private room in Riverdale,501235,Host1235,t,Bronx,Riverdale,40.840772,-73.862656,Private room,20.0,1,0,,0.0,1,229,$0-75,True,,Highly Available
1001236,Entire home/apt in Chelsea,501236,Host1236,t,Manhattan,Chelsea,40.753928,-73.96658,Entire home/apt,200.57,7,37,2026-05-13,2.17,1,18,$150-250,True,114.0,Rarely Available
1001237,Entire home/apt in Bushwick,501237,Host1237,f,Brooklyn,Bushwick,40.707178,-73.959949,Entire home/apt,156.15,5,26,2026-06-02,1.02,1,7,$150-250,False,94.0,Rarely Available
1001238,Entire home/apt in Park Slope,501238,Host1238,f,Brooklyn,Park Slope,40.689942,-73.961583,Entire home/apt,64.35,3,41,2026-07-18,1.23,1,340,$0-75,False,48.0,Highly Available
1001239,Entire home/apt in East Village,501239,Host1239,f,Manhattan,East Village,40.75992,-73.948642,Entire home/apt,176.12,1,76,2026-07-12,7.14,1,200,$150-250,False,54.0,Highly Available
1001240,Entire home/apt in Upper West Side,501240,Host1240,t,Manhattan,Upper West Side,40.772938,-73.936647,Entire home/apt,389.36,1,33,2026-06-20,1.26,1,277,$250-400,True,76.0,Highly Available
1001241,Entire home/apt in Williamsburg,501241,Host1241,f,Brooklyn,Williamsburg,40.675984,-73.962757,Entire home/apt,212.53,3,22,2025-06-16,0.8,5,151,$150-250,False,445.0,Sometimes Available
1001242,Private room in Crown Heights,501242,Host1242,f,Brooklyn,Crown Heights,40.656122,-73.950202,Private room,78.69,2,0,,0.0,10,57,$75-150,False,,Sometimes Available
1001243,Private room in Chelsea,501243,Host1243,f,Manhattan,Chelsea,40.785069,-73.991884,Private room,192.87,3,54,2026-04-06,2.16,1,212,$150-250,False,151.0,Highly Available
1001244,Entire home/apt in Jamaica,501244,Host1244,f,Queens,Jamaica,40.724845,-73.813501,Entire home/apt,198.12,1,39,2026-04-22,1.85,2,196,$150-250,False,135.0,Highly Available
1001245,Private room in Jamaica,501245,Host1245,f,Queens,Jamaica,40.738228,-73.787264,Private room,68.81,2,13,2026-03-29,0.53,1,315,$0-75,False,159.0,Highly Available
1001246,Entire home/apt in Park Slope,501246,Host1246,f,Brooklyn,Park Slope,40.655581,-73.919272,Entire home/apt,300.26,1,17,2026-02-07,0.38,3,121,$250-400,False,209.0,Sometimes Available
1001247,Entire home/apt in Tottenville,501247,Host1247,f,Staten Island,Tottenville,40.583724,-74.157695,Entire home/apt,88.68,2,19,2026-04-07,2.54,1,32,$75-150,False,150.0,Sometimes Available
1001248,Entire home/apt in Bushwick,501248,Host1248,f,Brooklyn,Bushwick,40.674477,-73.941001,Entire home/apt,121.32,1,55,2026-01-05,1.24,1,301,$75-150,False,242.0,Highly Available
1001249,Private room in Bedford-Stuyvesant,501249,Host1249,f,Brooklyn,Bedford-Stuyvesant,40.672854,-73.989979,Private room,62.68,1,29,2026-05-30,0.61,1,343,$0-75,False,97.0,Highly Available
1001250,Entire home/apt in Long Island City,501250,Host1250,f,Queens,Long Island City,40.726547,-73.776493,Entire home/apt,136.63,30,2,2026-06-16,0.1,1,365,$75-150,False,80.0,Highly Available
1001251,Entire home/apt in Midtown,501251,Host1251,f,Manhattan,Midtown,40.762083,-73.959866,Entire home/apt,246.53,5,0,,0.0,1,266,$150-250,False,,Highly Available
1001252,Shared room in Astoria,501252,Host1252,f,Queens,Astoria,40.713708,-73.783732,Shared room,54.67,2,22,2026-05-26,1.84,1,137,$0-75,False,101.0,Sometimes Available
1001253,Entire home/apt in Flushing,501253,Host1253,t,Queens,Flushing,40.70964,-73.807111,Entire home/apt,172.84,1,0,,0.0,1,75,$150-250,True,,Sometimes Available
1001254,Entire home/apt in Mott Haven,501254,Host1254,f,Bronx,Mott Haven,40.875994,-73.888079,Entire home/apt,130.05,5,90,2026-07-16,3.5,1,38,$75-150,False,50.0,Sometimes Available
1001255,Entire home/apt in Park Slope,501255,Host1255,t,Brooklyn,Park Slope,40.696309,-73.966149,Entire home/apt,101.42,3,31,2026-04-21,1.06,1,73,$75-150,True,136.0,Sometimes Available
1001256,Entire home/apt in Crown Heights,501256,Host1256,f,Brooklyn,Crown Heights,40.661625,-73.952069,Entire home/apt,315.99,1,21,2026-06-08,0.95,1,127,$250-400,False,88.0,Sometimes Available
1001257,Hotel room in Midtown,501257,Host1257,f,Manhattan,Midtown,40.771113,-73.987204,Hotel room,187.97,3,7,2026-01-11,0.8,2,4,$150-250,False,236.0,Rarely Available
1001258,Entire home/apt in Chelsea,501258,Host1258,f,Manhattan,Chelsea,40.759835,-73.980843,Entire home/apt,463.54,1,27,2026-05-31,1.06,2,101,$400+,False,96.0,Sometimes Available
1001259,Entire home/apt in Riverdale,501259,Host1259,f,Bronx,Riverdale,40.830484,-73.884543,Entire home/apt,89.48,1,74,2026-07-03,1.76,1,115,$75-150,False,63.0,Sometimes Available
1001260,Entire home/apt in Flushing,501260,Host1260,t,Queens,Flushing,40.726417,-73.797363,Entire home/apt,88.64,14,7,2025-05-19,0.72,1,277,$75-150,True,473.0,Highly Available
1001261,Entire home/apt in Fordham,501261,Host1261,f,Bronx,Fordham,40.878979,-73.891286,Entire home/apt,109.44,2,58,2026-06-10,6.15,2,241,$75-150,False,86.0,Highly Available
1001262,Private room in Bushwick,501262,Host1262,f,Brooklyn,Bushwick,40.67471,-73.95354,Private room,88.24,1,11,2026-07-26,0.26,5,0,$75-150,False,40.0,Rarely Available
1001263,Entire home/apt in Jamaica,501263,Host1263,f,Queens,Jamaica,40.716748,-73.805318,Entire home/apt,93.25,5,54,2026-04-28,3.44,1,122,$75-150,False,129.0,Sometimes Available
1001264,Private room in St. George,501264,Host1264,f,Staten Island,St. George,40.576194,-74.135066,Private room,122.8,2,19,2025-12-13,0.6,2,300,$75-150,False,265.0,Highly Available
1001265,Entire home/apt in St. George,501265,Host1265,t,Staten Island,St. George,40.606226,-74.109883,Entire home/apt,161.19,1,10,2026-06-13,0.39,5,266,$150-250,True,83.0,Highly Available
1001266,Entire home/apt in Williamsburg,501266,Host1266,f,Brooklyn,Williamsburg,40.668724,-73.909036,Entire home/apt,158.83,1,71,2026-04-02,3.65,1,254,$150-250,False,155.0,Highly Available
1001267,Entire home/apt in Bedford-Stuyvesant,501267,Host1267,f,Brooklyn,Bedford-Stuyvesant,40.66454,-73.942587,Entire home/apt,283.91,3,20,2026-06-18,3.11,1,219,$250-400,False,78.0,Highly Available
1001268,Entire home/apt in Jamaica,501268,Host1268,t,Queens,Jamaica,40.703746,-73.754998,Entire home/apt,195.09,1,29,2025-12-13,0.97,1,313,$150-250,True,265.0,Highly Available
1001269,Entire home/apt in Chelsea,501269,Host1269,f,Manhattan,Chelsea,40.778255,-73.987359,Entire home/apt,394.16,2,85,2025-07-03,1.85,2,141,$250-400,False,428.0,Sometimes Available
1001270,Entire home/apt in Bedford-Stuyvesant,501270,Host1270,f,Brooklyn,Bedford-Stuyvesant,40.695172,-73.914155,Entire home/apt,192.19,3,11,2026-04-12,0.51,1,235,$150-250,False,145.0,Highly Available
1001271,Entire home/apt in DUMBO,501271,Host1271,t,Brooklyn,DUMBO,40.679185,-73.918061,Entire home/apt,156.1,14,9,2026-07-29,0.21,3,0,$150-250,True,37.0,Rarely Available
1001272,Entire home/apt in Ridgewood,501272,Host1272,t,Queens,Ridgewood,40.721984,-73.78821,Entire home/apt,163.28,3,15,2026-06-06,0.56,1,177,$150-250,True,90.0,Sometimes Available
1001273,Entire home/apt in Harlem,501273,Host1273,f,Manhattan,Harlem,40.784994,-74.015254,Entire home/apt,486.49,14,22,2026-04-05,0.67,10,84,$400+,False,152.0,Sometimes Available
1001274,Private room in Ridgewood,501274,Host1274,f,Queens,Ridgewood,40.713404,-73.749839,Private room,20.0,2,15,2026-07-13,1.09,1,263,$0-75,False,53.0,Highly Available
1001275,Entire home/apt in DUMBO,501275,Host1275,f,Brooklyn,DUMBO,40.667882,-73.938672,Entire home/apt,190.71,3,85,2026-07-03,3.56,1,208,$150-250,False,63.0,Highly Available
1001276,Entire home/apt in Harlem,501276,Host1276,f,Manhattan,Harlem,40.798701,-73.982278,Entire home/apt,255.02,2,57,2026-07-01,1.29,1,101,$250-400,False,65.0,Sometimes Available
1001277,Private room in Bedford-Stuyvesant,501277,Host1277,t,Brooklyn,Bedford-Stuyvesant,40.656579,-73.963311,Private room,86.24,7,26,2025-12-22,0.65,5,118,$75-150,True,256.0,Sometimes Available
1001278,Entire home/apt in Fordham,501278,Host1278,f,Bronx,Fordham,40.833054,-73.951007,Entire home/apt,52.11,1,28,2025-12-15,1.1,1,273,$0-75,False,263.0,Highly Available
1001279,Private room in Williamsburg,501279,Host1279,f,Brooklyn,Williamsburg,40.695654,-73.952639,Private room,246.23,14,7,2026-01-11,0.16,2,253,$150-250,False,236.0,Highly Available
1001280,Entire home/apt in Bushwick,501280,Host1280,f,Brooklyn,Bushwick,40.66134,-73.966658,Entire home/apt,294.58,1,3,2026-07-15,0.08,1,204,$250-400,False,51.0,Highly Available
1001281,Private room in Jamaica,501281,Host1281,f,Queens,Jamaica,40.73992,-73.78068,Private room,35.73,1,31,2026-06-08,0.91,1,67,$0-75,False,88.0,Sometimes Available
1001282,Entire home/apt in Fordham,501282,Host1282,f,Bronx,Fordham,40.850831,-73.855401,Entire home/apt,151.3,1,3,2026-05-21,0.15,1,334,$150-250,False,106.0,Highly Available
1001283,Entire home/apt in Ridgewood,501283,Host1283,f,Queens,Ridgewood,40.716729,-73.782417,Entire home/apt,310.12,3,17,2026-05-24,0.38,1,8,$250-400,False,103.0,Rarely Available
1001284,Private room in Astoria,501284,Host1284,f,Queens,Astoria,40.690463,-73.791601,Private room,69.96,2,2,2026-02-17,0.05,1,79,$0-75,False,199.0,Sometimes Available
1001285,Private room in Bushwick,501285,Host1285,t,Brooklyn,Bushwick,40.676729,-73.968336,Private room,206.91,2,12,2026-03-13,0.29,1,0,$150-250,True,175.0,Rarely Available
1001286,Entire home/apt in St. George,501286,Host1286,f,Staten Island,St. George,40.572838,-74.161812,Entire home/apt,70.71,3,0,,0.0,1,27,$0-75,False,,Rarely Available
1001287,Private room in Harlem,501287,Host1287,f,Manhattan,Harlem,40.773057,-73.968199,Private room,143.3,30,92,2025-06-22,1.97,1,277,$75-150,False,439.0,Highly Available
1001288,Entire home/apt in Ridgewood,501288,Host1288,t,Queens,Ridgewood,40.71041,-73.781102,Entire home/apt,155.82,1,85,2026-08-01,2.22,3,253,$150-250,True,34.0,Highly Available
1001289,Entire home/apt in Ridgewood,501289,Host1289,f,Queens,Ridgewood,40.736782,-73.783655,Entire home/apt,102.88,1,34,2026-02-06,1.37,1,245,$75-150,False,210.0,Highly Available
1001290,Private room in Chelsea,501290,Host1290,f,Manhattan,Chelsea,40.812127,-73.970616,Private room,119.51,14,41,2025-09-30,4.43,1,183,$75-150,False,339.0,Highly Available
1001291,Private room in Jamaica,501291,Host1291,f,Queens,Jamaica,40.716164,-73.791435,Private room,28.13,5,10,2026-02-14,0.22,2,171,$0-75,False,202.0,Sometimes Available
1001292,Private room in Harlem,501292,Host1292,t,Manhattan,Harlem,40.763459,-73.984561,Private room,158.37,2,4,2026-02-05,0.11,1,158,$150-250,True,211.0,Sometimes Available
1001293,Private room in Chelsea,501293,Host1293,t,Manhattan,Chelsea,40.758044,-73.982578,Private room,95.97,5,0,,0.0,5,25,$75-150,True,,Rarely Available
1001294,Shared room in Ridgewood,501294,Host1294,t,Queens,Ridgewood,40.734956,-73.767929,Shared room,21.53,1,44,2026-07-17,1.76,1,109,$0-75,True,49.0,Sometimes Available
1001295,Hotel room in Jamaica,501295,Host1295,f,Queens,Jamaica,40.742515,-73.768325,Hotel room,143.32,3,37,2025-04-30,1.0,3,339,$75-150,False,492.0,Highly Available
1001296,Entire home/apt in DUMBO,501296,Host1296,f,Brooklyn,DUMBO,40.669601,-73.967547,Entire home/apt,183.16,3,32,2026-05-27,1.48,3,365,$150-250,False,100.0,Highly Available
